achtgesichterambiwasse_0483|er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war;
achtgesichterambiwasse_1850|Die Russen haben von den Knien abwärts Kanonenrohre statt der Füße, und immer, wenn sie ein Bein heben, können sie mit dem Bein auf dich schießen.
achtgesichterambiwasse_1782|und band dort die Haarschnur um das goldene Handgelenk der tausendfach segenspendenden Göttin.
meisterfloh_0624|wo der Egelprinz sich angeküßt hatte. Schon wollte sie ohnmächtig hinsinken, als wir eben an der Stelle hinter dem linken Ohr
meisterfloh_0363|wunderlichsten Abenteuers gewesen, und tat ebendeshalb unbewußt sehr wohl daran, den Himmel im voraus um
meisterfloh_2599|Euer Geist fest, und doch seid Ihr jetzt so kleinmütig, so verzagt! Aber möget Ihr sonst auch
serapionsbruederauswahl_1289|und dabei war das Fräulein die lieblichste Blondine, die es geben mag, und in allen ihren seltsamen Capriccios
meisterfloh_1431|Und ist die Distel Zeherit nicht eben wieder der schönste Cactus unter der Sonne? Peregrinus,
serapionsbruederauswahl_1630|sie warf sich an des Grafen Brust und flehte,
achtgesichterambiwasse_0251|Karminrosig und violett silbrig färbten sich alle Wolken über dem Biwasee,
achtgesichterambiwasse_1807|und am Morgen reichten sie ihr bis zum Gürtel. In der nächsten Nacht wuchsen sie ihr beim aufgehenden Mond bis zu den Knieen.
meisterfloh_1323|wenn eine solche gewaltsame Tat ohne Scheu verübt werden dürfe.
meisterfloh_2563|die die Notwendigkeit seiner Vermählung mit der schönen Dörtje bedingen sollte, und es wurde ihm nicht im mindesten schwer, ganz bestimmt
serapionsbruederauswahl_0591|Wenigstens  strebe jeder recht ernstlich darnach,
meisterfloh_0568|Vergebens arbeitete sich die Wurzel Mandragora aus der Erde hervor, legte sich auf die Wunde, die der heimtückische Egelprinz der Prinzessin geküßt,
serapionsbruederauswahl_1324|Und damit wickelt sie sich in ihren weißen Shawl und schwebt leichtfüßig fort durch den Laubgang,
achtgesichterambiwasse_1574|aber fünf Tage zum Nachdenken gaben. Deshalb war sie in aller Unscheinbarkeit
achtgesichterambiwasse_0693|Kiri zog vorsichtig seinen Kopf aus dem Versteck. Er sah im Morgendampf den Vater im Strohmantel vor sich in einem andern Boot,
serapionsbruederauswahl_1030|und Elis sah mit Entsetzen, wie er behende gleich einer Eichkatz'
serapionsbruederauswahl_1521|ganz dunkel aus ihrer früheren Jugendzeit, daß eines Morgens, da sie eben aus dem Schlafe erwacht,
serapionsbruederauswahl_0957|Habt Ihr aber Euern innern Beruf genugsam geprüft und ihn bewährt gefunden, so seid Ihr zur guten Stunde gekommen.
meisterfloh_1714|und worin von einer endlosen Führung des Schicksals die Rede war. Nicht wenig tat sich Knarrpanti auf die Sagazität zugute,
serapionsbruederauswahl_0708|Auf die See mag ich nicht mehr, das Leben ekelt mich an. Sonst ging mir wohl das Herz auf, wenn das Schiff,
meisterfloh_2616|den Freund Peregrinus, »ach, sieh da! – Du besuchst deine Braut, das ist in der Ordnung und jeder Dritte dabei nur lästig.
meisterfloh_0889|sprach die Stimme weiter, nachdem sie sich ein wenig ausgeräuspert, »Ihr seid, ich wiederhole es mit Vergnügen, ein edler Mann, Herr Peregrinus,
meisterfloh_1271|Meister Floh nahm dem ganz in Erstaunen versunkenen Peregrinus das mikroskopische Glas aus der Pupille und sprach dann:
meisterfloh_0963|was weiß ich alles, schuf uns der grausame Leuwenhoek um. Diese mußten einhertreten in der Tracht des verschiedenen Standes,
meisterfloh_1985|daß Ihr an die Bilder des Traums glaubt?« »Ich,« unterbrach Peregrinus den kleinen Redner,
meisterfloh_3071|»meine holde liebe Frau, ich muß euch jetzt verlassen und zurückkehren zu meinem Volk,
achtgesichterambiwasse_0970|Ata-Mono ging über den fünften Hügel. Dort standen schon Reihen von Frauen zu beiden Seiten des Weges.
meisterfloh_1216|und daher wohl einige Zeit in dem Hause zubringen werde, wozu es indessen der Erlaubnis des gütigen Wirts bedürfe,
meisterfloh_2792|mir die zweideutige Gunst der Menschen und auch wohl gar der Weiber verschaffen könne;
achtgesichterambiwasse_2285|wo ich doch dachte, daß der Tag der Hochzeit dich mir ganz und gar geschenkt hätte?»
achtgesichterambiwasse_0347|Sie rauchen kleine silberne Pfeifen,
serapionsbruederauswahl_1717|Der Graf schleuderte die Rasende von sich zur Erde nieder, und sie gab den Geist auf unter grauenhaften Verzuckungen. –
meisterfloh_0785|welches dem jetzigen vorausging. »Aber mein Himmel, Sie scheinen ja stumm, mein Herr!«
meisterfloh_3072|doch werde ich euch treu und freundlich gewogen bleiben immerdar, und ihr sollt meine Gegenwart auf euch ergötzliche Weise verspüren.
serapionsbruederauswahl_0447|das die ruhigste Hingebung des reinsten Geistes atmete, in mir die tiefste Rührung.
meisterfloh_0067|Die Eltern falten aber die Hände und sprechen: »Wenn es Gottes Wille ist, wir haben nichts dagegen, Herr Sohn!« –
serapionsbruederauswahl_1387|die tiefe feindliche Wirkung jenes unerklärlichen Phänomens.
meisterfloh_1937|dem festen Vorsatz, die seltsamen Abenteuer des Augenblicks überdenkend, den Ariadnefaden zu suchen und zu finden,
achtgesichterambiwasse_0355|freundlich und bescheiden. Eine vielhundertköpfige Menschenmenge, Männer, Soldaten, Frauen und Kinder,
achtgesichterambiwasse_1108|nur den bläulichen Hitzedunst in der Ferne. Die beiden Kähne schienen zwischen Himmel und Erde
achtgesichterambiwasse_2611|Der letzte Akt kam und die Szene, wo die gerettete Großmutter aus der Kabinentür kriecht und während des Schiffsunglücks nach Ilse schreit.
meisterfloh_2207|Die andern beiden Männer warfen sich aber bedenkliche Blicke zu, und einer sprach, indem er Georgs Hand faßte,
meisterfloh_1113|eine fremde, reiche, wunderbar schöne Prinzessin hat sich zu mir geflüchtet.
achtgesichterambiwasse_2287|«_Ich_ bin _ich_ geblieben und bin nur durch dich mehr geworden.
achtgesichterambiwasse_0220|sang sie Lieder und zwitscherte mit den Lippen. Der Prinz sagte am Abend:
achtgesichterambiwasse_0130|Morgens und abends hatte sie oft den Knall aus seiner Jagdbüchse gehört, und dann waren,
meisterfloh_1515|Pupille des linken Auges. Als Peregrinus in sein Haus trat,
achtgesichterambiwasse_2213|und auf der vierten Ecke des Teppichs stand der Athlet selbst in schmutzig weißem Trikot
meisterfloh_2890|ruchloser Frevel ist es, sich wie jener gefallene Engel des Lichts,
meisterfloh_1631|vereinigte zu ewiger namenloser Lust. »Verwirrt,« zischelte Meister Floh,
achtgesichterambiwasse_0240|sie verbirgt ihre verweinten Augen und lügt: «Sohn des Himmels, verzeiht meiner Herrin!
meisterfloh_2121|und hielt ihm die Flasche Burgunder, die er bestellt hatte, dicht unter die Nase. Sogleich sog sich der Fremde an der Flasche fest
serapionsbruederauswahl_1510|daß es ihr eine Wohltat sei, ihm, dem geliebten Gemahl, jetzt ihr ganzes Herz zu erschließen.
meisterfloh_2246|und ich werde alles anwenden, dich zu verderben und der Dörtje sowie des Meisters Floh habhaft
serapionsbruederauswahl_1193|Der von Pehrson Dahlsjö bestimmte Hochzeittag kam endlich heran. Schon einige Tage vorher war Elis Fröbom
serapionsbruederauswahl_0077|Wir erhielten in einem feierlichen, im strengsten Geschäftsstil abgefaßten Schreiben die Nachricht,
meisterfloh_0601|Die Sache verhielt sich folgendergestalt: Mein Kollege hatte durch einen wissenschaftlichen Freund aus Samarkand
achtgesichterambiwasse_0868|vergrübelte sich seine Rinde und faltete sich zu einer Zeichenschrift.
achtgesichterambiwasse_0197|und schickte die Mägde in die Küche. --
serapionsbruederauswahl_1288|Sie pflegte nämlich mit besagtem Mops nur in italienischer Zunge zu reden, da er aus Padua gebürtig –
achtgesichterambiwasse_0421|Rasch entschlossen, legte sie sich ein paar Blättchen des dünngefalzten Rauschgoldes auf die Lippen, tat ein paar Atemzüge
meisterfloh_2985|aus ihren bangen Todesseufzern, daß eine harte Qual sie erfaßt.
serapionsbruederauswahl_1037|Elis nahm einen tüchtigen Schluck Branntwein aus der Flasche, die ihm der Obersteiger darbot,
meisterfloh_2832|diese mißtrauische Muhme hat mir allerlei Böses in den Kopf setzen   So freundlich sie dich auch grüßt,
achtgesichterambiwasse_1760|bald auf die Nase, bald auf den Nacken zurück, und er kollerte sich neben seiner jungen Frau vor Lachen.
meisterfloh_1697|Der Abgeordnete schlug das verfängliche Tagebuch auf und las: »Heute sah ich im Theater Mozarts ›Entführung aus dem Serail‹
achtgesichterambiwasse_0783|Wahrscheinlich hatte er seine Tragsessel und die Träger vorausgeschickt, der Samurai. Denn ich hörte keinen Laut ums Haus,
achtgesichterambiwasse_2247|Okuro hatte sich ein Vermögen durch seine Tournee verdient. Ilse wußte nicht, was sie mehr an ihrem Mann schätzen sollte:
achtgesichterambiwasse_1904|aber doch liegt oft fußhoch eine weiße Schneerinde am Seerand, auf den Hausdächern und in den Gabeln der Bäume.
meisterfloh_2434|und meinten, daß er wenigstens zurzeit gar keine Macht habe, ihren Willen zu bestimmen. Dörtje Elverdink wankte,
meisterfloh_1707|ein gar drolliges Machwerk des begeisterten Knaben, und es tut mir leid, daß ich es ins Feuer geworfen.« – Der Brief lautete:
achtgesichterambiwasse_1252|ohne Erstaunen, und sagte zu dem Gemurmel und zu den vielen Füßen, die rund um sie waren:
serapionsbruederauswahl_1413|Alle Arbeiten leitete der Graf, der die dazu nötigen Kenntnisse besaß, selbst, er widmete sich diesen Beschäftigungen mit Leib und Seele,
meisterfloh_2560|nämlich den Herrn Peregrinus Tyß selbst einfangen mitsamt seinem Talisman. Man kann denken, wie wenig Vertrauen
meisterfloh_0360|bis an den Wagen, der vor der Türe hält, und wo der Diener oder vielleicht eine ganze Dienerschaft wartet; denn am Ende ist es irgendeine
achtgesichterambiwasse_1609|Der König wird sein Reich verlieren, wenn er ein solches Weib nicht drei Tage lieben will, lautete eine alte Prophezeiung.
serapionsbruederauswahl_1437|Endlich, ganz unerwartet in den Besitz einer kleinen Geldsumme gekommen, sei es ihr möglich geworden, die Residenz zu verlassen
meisterfloh_1402|die ihnen in der Folge versagt bleiben, ist der Keim der Unzufriedenheit, des Mißmuts in ihre Seele gepflanzt.
meisterfloh_0493|Abscheulicheres hatte Pepusch nie geschaut. Er wollte eben ein tiefes Grauen verspüren,
achtgesichterambiwasse_2248|die ausgesuchte Fürsorge, mit der er sie umgab, die große Anspruchslosigkeit, mit der er auftrat,
achtgesichterambiwasse_1445|das Schriftzeichen des Gänsefluges war ein öffentliches Geheimnis der jungen Mädchen in Katata
achtgesichterambiwasse_0308|Am nächsten Abend kamen hundert kaiserliche Segelboote von Yabase.
achtgesichterambiwasse_2425|«Sie sagen immer, mein Haar sei so weiß wie der Abendschnee auf dem Hirayama am Biwasee in Ihrer Heimat Japan.
serapionsbruederauswahl_0576|Dank sei es deinem wohlbereiteten Getränk, Theodor, das alles sauertöpfische Wesen gänzlich niedergekämpft hat.« »Schreibt nur nicht,«
achtgesichterambiwasse_0018|Auf Eisen würden bald Eisenwagen, rasselnd wie Gewitterwolken, täglich durch Japan eilen.
achtgesichterambiwasse_1410|Ich verspreche dir, daß ein Besuch in der Theaterstraße deiner Malerei mehr nützen wird, als du glaubst.»
meisterfloh_0103|mit einem tüchtigen hübschen Knaben erfreute, welches eben unser Herr Peregrinus Tyß war. Man kann denken,
serapionsbruederauswahl_0730|zum Seemann habt Ihr Eure Lebetage gar nicht im mindesten getaugt.
achtgesichterambiwasse_0487|ging eben das letzte Stückchen der Abendsonne unter. Und Kiri grübelte,
meisterfloh_1244|»mir scheint, als wenn das alles, was Sie mir zu erzählen beliebt haben, nichts sei als ein merkwürdiger,
serapionsbruederauswahl_1116|Pehrson Dahlsjö selbst war es, der mit dem Steiger hinabkam, um den Jüngling, den sie wie im hellen Wahnsinn nach der Pinge rennen gesehen, zu suchen. –
achtgesichterambiwasse_1871|«Eines Morgens dachte ich mir: heute zerstöre ich die russische Flotte, denn ich hatte Sehnsucht nach meiner Frau,
serapionsbruederauswahl_1119|Nimm deine Kraft zusammen und steige mit uns herauf, wer weiß, was du oben Gutes erfahren wirst!«
meisterfloh_0589|Beide Magier hatten zwar den Genius Thetel erkannt, nicht aber die Prinzessin
meisterfloh_0180|anderes Sinnes werden könne. – Er schickte ihn mit Aufträgen nach Hamburg, die eben nicht sonderliche Handelskenntnisse erforderten,
achtgesichterambiwasse_2415|und dachten wieder ihren eigenen Gedanken nach.
meisterfloh_0397|ha – jene steinernen Delphine haben vielleicht mehr Erbarmen als du. – Weh mir – weh mir –
achtgesichterambiwasse_0124|Er hatte keine schöne gelbe Elfenbeinhaut. Er war grau im Gesicht wie Moder, wie ein Stein,
meisterfloh_2432|daß er auf Dörtjes Hand verzichte. Die Mikroskopisten waren nicht wenig betreten,
meisterfloh_0350|Aline hörte, mußte er natürlicherweise an seine alte Aufwärterin denken, und es war ihm nun
achtgesichterambiwasse_1622|ließ Essen und Trinken in das Zelt stellen und ließ die Zeltvorhänge fest hinter sich zuschließen,
achtgesichterambiwasse_0026|hörte gruselnd die Berichte ihrer Freunde und erfand mit ihren Freundinnen kleine Spottlieder, welche die Dämonen des Westens verhöhnten,
achtgesichterambiwasse_2593|Die beiden Japaner erwachten aus der Totenstille, und nur die weißhaarige Dame blieb stumm, und ihre Augen sagten müde:
meisterfloh_0276|aber die Knaben standen von ferne und verschlangen schweigend mit den Augen jede Gabe, wie sie aus der Hülle hervorkam,
meisterfloh_0201|den Peregrinus augenblicklich fragte, ob Herr Tyß vielleicht verreiset. Der Nachbar prallte aber ganz erschrocken zurück
serapionsbruederauswahl_1641|schloß sich bald in ihr Zimmer ein, suchte bald die einsamsten Plätze des  Parks und ließ sie sich dann wieder blicken,
achtgesichterambiwasse_0161|Ihre Lippen seufzen tief auf, ihr Gesicht verändert die Farbe und wird wie Asche im Aschentopf, der neben der Kerze steht.
meisterfloh_0459|und alles schien lustiger und lebendiger wie bei wirklichen großen Soldaten, weil das Marschieren in den zierlichsten Entrechats und Luftsprüngen,
meisterfloh_1163|Vergebens warnte Meister Floh, der in das Halstuch des verliebten Peregrinus gesprungen war
serapionsbruederauswahl_1686|das allein die Ursache des unerklärlichen Zustandes der Gattin sein konnte.
meisterfloh_2751|dem wollte er von Röschen alles erzählen, was sich eigentlich gar nicht so recht erzählen ließ. Doch
meisterfloh_0322|daß, ehe er daran denken konnte, sie zu küssen, sie schon geküßt hatte;
achtgesichterambiwasse_1992|nahm am Bahnhof einen Rikschawagen, fuhr bis zum Eingang des Waldes und schickte den Wagen zurück.
meisterfloh_0931|ohne jemals meine Gattin werden zu können. Man wirft überhaupt unserm Geschlecht eine ganz besondere,
meisterfloh_0140|schien es, als ob ihm nur mit der größten Mühe etwas beizubringen. Wunderbar ging es mit dem Lesen und Schreiben wie mit dem Sprechen;
achtgesichterambiwasse_0409|und verschwanden. Hanake erkannte, als sie vom See weg auf die weiße Wand ihres Zimmers sah,
meisterfloh_1255|deren wunderlich verkreuzten Gang er bis tief ins Gehirn zu verfolgen und zu erkennen vermochte,
meisterfloh_0956|die er bald scharenweise um sich her versammelte
achtgesichterambiwasse_1059|und bis in den Mondschein der Sommernächte antworten sich die Menschenstimmen über dem Wasser, -- Mädchen-, Frauen-, Männer- und Kinderstimmen.
meisterfloh_0212|lieber Herr Peregrinus. – Ach, wären Sie nur früher gekommen!« Peregrinus schaute auf und
serapionsbruederauswahl_1076|kam ihm nicht wie sonst Ulla freundlich entgegen. Mit niedergeschlagenem Blick und,
meisterfloh_2812|von Röschen sanft in die Höhe ziehen. Es war gut, daß das alte, etwas zerbrechliche Kanapee
meisterfloh_0828|im untern Stock eines ansehnlichen Hauses auf die Straße fiel, seine Aufmerksamkeit erregte. Er glaubte,
meisterfloh_1250|würdigster Herr Tyß.« – »Jetzt ist es Zeit,« lispelte Meister Floh,
achtgesichterambiwasse_2200|wo aber die Erde meilentief in das Wasser sinkt. Ein blauer, lauer Januarmorgen brach an.
meisterfloh_3003|Ihr glaubtet die hohen heiligen Wunder der Natur in frommer Bewunderung und Andacht anzuschauen,
meisterfloh_0960|daß wir durchaus was werden, wenigstens was vorstellen mußten. Eben dieses was werden,
achtgesichterambiwasse_0779|indessen alle Tempeldächer im Regen wie Trommeln redeten.»
meisterfloh_1325|jeder sagte, allerdings sei, wie er gehört habe, eine vornehme Dame aus der   entführt worden,
serapionsbruederauswahl_0175|Beide disputieren zwei, drei Stunden hindurch, straßauf straßab wandelnd. Beide geben sich ganz erhitzt das Wort,
achtgesichterambiwasse_1049|«den Glücklichen», weil er Abend um Abend
